quarter,deaths,pred,pats,smr,crd_rate,location_type,location,location_name,quarter_reg,reg
21,469,473.907294,11260,0.989645034,4.165186501,NHS Board,S08000018,NHS Fife,9,0.931753102
21,360,342.0375983,8839,1.052515869,4.072858921,NHS Board,S08000019,NHS Forth Valley,9,0.996083715
21,650,638.6363002,22301,1.017793695,2.914667504,NHS Board,S08000020,NHS Grampian,9,0.979763589
21,1730,1836.837994,71523,0.941835919,2.418802343,NHS Board,S08000021,NHS Greater Glasgow and Clyde,9,0.916784687
21,380,370.7684621,10696,1.02489839,3.552729993,NHS Board,S08000022,NHS Highland,9,0.95915625
21,855,914.9591373,26383,0.934467962,3.240723193,NHS Board,S08000023,NHS Lanarkshire,9,0.88103832
21,949,1064.286507,29865,0.891677188,3.17763268,NHS Board,S08000024,NHS Lothian,9,0.863296941
21,28,27.39638095,789,1.022032803,3.548795944,NHS Board,S08000025,NHS Orkney,9,1.038054684
21,23,22.28701925,880,1.031990853,2.613636364,NHS Board,S08000026,NHS Shetland,9,1.026063715
21,607,652.6323461,17041,0.930079552,3.561997535,NHS Board,S08000027,NHS Tayside,9,0.913444352
21,31,29.18964791,1243,1.062020347,2.493966211,NHS Board,S08000028,NHS Western Isles,9,1.067561878
21,24,29.75961495,4815,0.806462047,0.498442368,NHS Board,S08100001,National Facility,9,0.902867195
22,437,573.8186511,16536,0.76156465,2.642718916,NHS Board,S08000015,NHS Ayrshire and Arran,10,0.8528645
22,152,165.8990483,4305,0.916219843,3.530778165,NHS Board,S08000016,NHS Borders,10,0.937694052
22,201,212.8991099,7268,0.944109161,2.765547606,NHS Board,S08000017,NHS Dumfries and Galloway,10,0.970137766
22,382,427.4370447,11476,0.893698861,3.328685953,NHS Board,S08000018,NHS Fife,10,0.928460172
22,285,330.4174491,8314,0.862545246,3.427952851,NHS Board,S08000019,NHS Forth Valley,10,0.987628909
22,554,581.123188,21939,0.953326268,2.525183463,NHS Board,S08000020,NHS Grampian,10,0.978628379
22,1434,1727.089862,69696,0.830298429,2.057506887,NHS Board,S08000021,NHS Greater Glasgow and Clyde,10,0.909971539
22,264,337.6064237,10097,0.781975642,2.614638011,NHS Board,S08000022,NHS Highland,10,0.958711229
22,725,906.5239988,26077,0.799758198,2.780227787,NHS Board,S08000023,NHS Lanarkshire,10,0.867145836
22,827,1000.524165,29884,0.826566743,2.767367153,NHS Board,S08000024,NHS Lothian,10,0.859107898
22,22,23.72483703,793,0.927298256,2.774274905,NHS Board,S08000025,NHS Orkney,10,1.01645506
22,26,27.71305821,941,0.938185883,2.763018066,NHS Board,S08000026,NHS Shetland,10,1.026376641
22,554,640.9038988,15926,0.864404166,3.478588472,NHS Board,S08000027,NHS Tayside,10,0.909883133
22,33,32.4337309,1284,1.017459265,2.570093458,NHS Board,S08000028,NHS Western Isles,10,1.047445249
22,22,29.49042544,5105,0.746004836,0.430950049,NHS Board,S08100001,National Facility,10,0.912647247
23,457,591.991851,16248,0.771970086,2.812653865,NHS Board,S08000015,NHS Ayrshire and Arran,11,0.844119736
23,134,145.83239,3926,0.918863087,3.413143148,NHS Board,S08000016,NHS Borders,11,0.937391593
23,178,222.3354569,7092,0.800592053,2.509870276,NHS Board,S08000017,NHS Dumfries and Galloway,11,0.958726217
23,400,435.2873487,11262,0.918933209,3.551767004,NHS Board,S08000018,NHS Fife,11,0.925167241
23,302,311.1978443,8394,0.97044374,3.597807958,NHS Board,S08000019,NHS Forth Valley,11,0.979174102
23,545,582.0131177,20994,0.936405011,2.595979804,NHS Board,S08000020,NHS Grampian,11,0.97749317
23,1473,1705.063806,67357,0.863897289,2.186855115,NHS Board,S08000021,NHS Greater Glasgow and Clyde,11,0.90315839
23,303,340.1359319,9702,0.890820321,3.123067409,NHS Board,S08000022,NHS Highland,11,0.958266208
23,675,886.2613782,25413,0.761626329,2.656120883,NHS Board,S08000023,NHS Lanarkshire,11,0.853253351
23,828,977.3411877,28889,0.847196466,2.866142823,NHS Board,S08000024,NHS Lothian,11,0.854918855
23,26,26.48883051,735,0.981545787,3.537414966,NHS Board,S08000025,NHS Orkney,11,0.994855436
23,20,20.64655556,867,0.96868458,2.306805075,NHS Board,S08000026,NHS Shetland,11,1.026689566
23,539,632.7168035,15690,0.851881912,3.435309114,NHS Board,S08000027,NHS Tayside,11,0.906321913
23,25,29.89964003,1193,0.836130468,2.095557418,NHS Board,S08000028,NHS Western Isles,11,1.02732862
23,28,28.42091962,5034,0.985189796,0.55621772,NHS Board,S08100001,National Facility,11,0.9224273
24,559,638.4572609,16681,0.875548035,3.351118038,NHS Board,S08000015,NHS Ayrshire and Arran,12,0.835374971
24,155,166.4782046,4183,0.931052809,3.70547454,NHS Board,S08000016,NHS Borders,12,0.937089134
24,254,249.6505185,7020,1.017422281,3.618233618,NHS Board,S08000017,NHS Dumfries and Galloway,12,0.947314668
24,465,470.7407742,11225,0.987804808,4.142538976,NHS Board,S08000018,NHS Fife,12,0.92187431
24,362,352.903649,8780,1.025775735,4.123006834,NHS Board,S08000019,NHS Forth Valley,12,0.970719296
24,585,640.5280341,21224,0.913308971,2.756313607,NHS Board,S08000020,NHS Grampian,12,0.976357961
24,1670,1844.357607,67881,0.905464317,2.460187681,NHS Board,S08000021,NHS Greater Glasgow and Clyde,12,0.896345242
24,357,348.2664764,9399,1.02507713,3.798276412,NHS Board,S08000022,NHS Highland,12,0.957821188
24,839,960.8356437,25878,0.873198247,3.242136177,NHS Board,S08000023,NHS Lanarkshire,12,0.839360867
24,908,1044.666718,29083,0.869176728,3.122098821,NHS Board,S08000024,NHS Lothian,12,0.850729812
24,24,23.34641908,710,1.027994911,3.38028169,NHS Board,S08000025,NHS Orkney,12,0.973255812
24,31,21.7470112,852,1.425483241,3.638497653,NHS Board,S08000026,NHS Shetland,12,1.027002492
24,636,703.1424519,16438,0.904510883,3.86908383,NHS Board,S08000027,NHS Tayside,12,0.902760693
24,37,31.07113386,1197,1.190815893,3.091060986,NHS Board,S08000028,NHS Western Isles,12,1.007211991
24,28,27.30007948,4891,1.02563804,0.572480065,NHS Board,S08100001,National Facility,12,0.932207352
25,546,669.8377089,16865,0.815122817,3.237474059,NHS Board,S08000015,NHS Ayrshire and Arran,13,0.826630207
25,158,160.8065423,3923,0.982547089,4.027529952,NHS Board,S08000016,NHS Borders,13,0.936786675
25,251,249.3247949,7253,1.006718967,3.460636978,NHS Board,S08000017,NHS Dumfries and Galloway,13,0.935903119
25,480,466.116331,11339,1.029785846,4.233177529,NHS Board,S08000018,NHS Fife,13,0.918581379
25,303,347.1518134,9072,0.872816988,3.33994709,NHS Board,S08000019,NHS Forth Valley,13,0.96226449
25,647,654.0892377,20643,0.989161666,3.134234365,NHS Board,S08000020,NHS Grampian,13,0.975222751
25,1721,1845.969422,66881,0.932301467,2.573227075,NHS Board,S08000021,NHS Greater Glasgow and Clyde,13,0.889532093
25,340,357.3418481,9491,0.951469865,3.582341165,NHS Board,S08000022,NHS Highland,13,0.957376167
25,861,984.3552465,26035,0.874684219,3.307086614,NHS Board,S08000023,NHS Lanarkshire,13,0.825468383
25,900,1043.452219,29077,0.862521526,3.095229907,NHS Board,S08000024,NHS Lothian,13,0.846540768
25,38,32.63040304,721,1.164558095,5.270457698,NHS Board,S08000025,NHS Orkney,13,0.951656188
25,19,18.40100999,895,1.032552018,2.122905028,NHS Board,S08000026,NHS Shetland,13,1.027315418
25,593,674.2396379,16233,0.879509253,3.653052424,NHS Board,S08000027,NHS Tayside,13,0.899199473
25,29,28.81163463,1234,1.006537823,2.350081037,NHS Board,S08000028,NHS Western Isles,13,0.987095362
25,26,27.94283516,5123,0.93047108,0.507515128,NHS Board,S08100001,National Facility,13,0.941987405
26,452,603.154909,16358,0.749392889,2.763173982,NHS Board,S08000015,NHS Ayrshire and Arran,14,0.817885442
26,147,163.9113501,4043,0.896826241,3.635913925,NHS Board,S08000016,NHS Borders,14,0.936484217
26,199,231.7067789,6998,0.8588441,2.84366962,NHS Board,S08000017,NHS Dumfries and Galloway,14,0.92449157
26,420,462.7269258,11739,0.907662763,3.577817531,NHS Board,S08000018,NHS Fife,14,0.915288449
26,297,332.5822523,8850,0.893012173,3.355932203,NHS Board,S08000019,NHS Forth Valley,14,0.953809683
26,578,615.5978291,20578,0.938924689,2.808824959,NHS Board,S08000020,NHS Grampian,14,0.974087542
26,1530,1792.389691,63699,0.853609016,2.401921537,NHS Board,S08000021,NHS Greater Glasgow and Clyde,14,0.882718945
26,310,349.8086492,9377,0.886198785,3.305961395,NHS Board,S08000022,NHS Highland,14,0.956931146
26,735,923.5444275,25959,0.795846933,2.831387958,NHS Board,S08000023,NHS Lanarkshire,14,0.811575898
26,802,1040.512689,29489,0.770773877,2.719658178,NHS Board,S08000024,NHS Lothian,14,0.842351725
26,33,28.27975176,708,1.166912647,4.661016949,NHS Board,S08000025,NHS Orkney,14,0.930056564
26,15,16.04167328,927,0.935064549,1.618122977,NHS Board,S08000026,NHS Shetland,14,1.027628344
26,567,636.9005728,15819,0.890248846,3.584297364,NHS Board,S08000027,NHS Tayside,14,0.895638254
26,25,26.11593137,1213,0.957270091,2.061005771,NHS Board,S08000028,NHS Western Isles,14,0.966978733
26,28,25.51283309,5000,1.097486896,0.56,NHS Board,S08100001,National Facility,14,0.951767458
27,472,633.0089557,16446,0.745645059,2.869998784,NHS Board,S08000015,NHS Ayrshire and Arran,15,0.809140678
27,123,144.6621713,3858,0.850256836,3.188180404,NHS Board,S08000016,NHS Borders,15,0.936181758
27,207,236.977743,6744,0.873499753,3.069395018,NHS Board,S08000017,NHS Dumfries and Galloway,15,0.913080021
27,371,441.2976892,11683,0.84070234,3.175554224,NHS Board,S08000018,NHS Fife,15,0.911995518
27,295,316.1161044,8424,0.933201428,3.501899335,NHS Board,S08000019,NHS Forth Valley,15,0.945354877
27,560,596.0961978,20060,0.939445684,2.791625125,NHS Board,S08000020,NHS Grampian,15,0.972952333
27,1444,1763.139074,63466,0.818993817,2.275233984,NHS Board,S08000021,NHS Greater Glasgow and Clyde,15,0.875905796
27,357,337.6696592,10004,1.057246307,3.568572571,NHS Board,S08000022,NHS Highland,15,0.956486125
27,715,934.3978916,25344,0.765198644,2.821180556,NHS Board,S08000023,NHS Lanarkshire,15,0.797683414
27,863,1033.13458,29121,0.835321957,2.963497133,NHS Board,S08000024,NHS Lothian,15,0.838162682
27,18,22.62015018,667,0.795750685,2.698650675,NHS Board,S08000025,NHS Orkney,15,0.90845694
27,13,18.94772264,916,0.686098285,1.419213974,NHS Board,S08000026,NHS Shetland,15,1.02794127
27,556,637.9542818,15479,0.871535807,3.591963305,NHS Board,S08000027,NHS Tayside,15,0.892077034
27,26,29.13400914,1152,0.892427811,2.256944444,NHS Board,S08000028,NHS Western Isles,15,0.946862104
27,22,25.00763354,5213,0.879731381,0.422021868,NHS Board,S08100001,National Facility,15,0.96154751
28,601,675.5116265,17282,0.889696012,3.477606758,NHS Board,S08000015,NHS Ayrshire and Arran,16,0.800395913
28,166,188.8272361,4021,0.879110469,4.128326287,NHS Board,S08000016,NHS Borders,16,0.935879299
28,244,265.5569667,6626,0.918823569,3.682463024,NHS Board,S08000017,NHS Dumfries and Galloway,16,0.901668472
28,481,514.0203833,12191,0.935760557,3.94553359,NHS Board,S08000018,NHS Fife,16,0.908702587
28,394,381.5312412,8928,1.032680833,4.413082437,NHS Board,S08000019,NHS Forth Valley,16,0.93690007
28,667,678.6685242,20001,0.98280674,3.334833258,NHS Board,S08000020,NHS Grampian,16,0.971817123
28,1880,1956.966,65811,0.960670752,2.856665299,NHS Board,S08000021,NHS Greater Glasgow and Clyde,16,0.869092648
28,326,372.2067407,10051,0.875857324,3.243458362,NHS Board,S08000022,NHS Highland,16,0.956041105
28,929,1064.223555,26360,0.87293689,3.524279211,NHS Board,S08000023,NHS Lanarkshire,16,0.783790929
28,965,1111.440001,29709,0.868243,3.248173954,NHS Board,S08000024,NHS Lothian,16,0.833973639
28,42,36.29536776,778,1.15717246,5.398457584,NHS Board,S08000025,NHS Orkney,16,0.886857316
28,20,20.40504052,900,0.980149977,2.222222222,NHS Board,S08000026,NHS Shetland,16,1.028254196
28,668,713.8719456,15591,0.935742053,4.284523122,NHS Board,S08000027,NHS Tayside,16,0.888515814
28,46,40.8420149,1221,1.126291152,3.767403767,NHS Board,S08000028,NHS Western Isles,16,0.926745475
28,30,29.47507676,5272,1.017809054,0.569044006,NHS Board,S08100001,National Facility,16,0.971327563
29,601,654.8580799,16632,0.917756104,3.613516114,NHS Board,S08000015,NHS Ayrshire and Arran,17,0.791651149
29,184,185.439712,3741,0.992236226,4.918470997,NHS Board,S08000016,NHS Borders,17,0.93557684
29,283,280.8627392,6968,1.007609627,4.061423651,NHS Board,S08000017,NHS Dumfries and Galloway,17,0.890256923
29,476,523.0207492,11755,0.910097736,4.049340706,NHS Board,S08000018,NHS Fife,17,0.905409656
29,392,376.2620747,8445,1.041827031,4.641799882,NHS Board,S08000019,NHS Forth Valley,17,0.928445264
29,737,725.1422432,20302,1.016352318,3.630184218,NHS Board,S08000020,NHS Grampian,17,0.970681914
29,1717,1916.994535,64241,0.895672871,2.672747934,NHS Board,S08000021,NHS Greater Glasgow and Clyde,17,0.862279499
29,400,381.636026,9733,1.048119079,4.109729785,NHS Board,S08000022,NHS Highland,17,0.955596084
29,878,1009.143696,25990,0.870044577,3.378222393,NHS Board,S08000023,NHS Lanarkshire,17,0.769898445
29,917,1067.068283,28527,0.859363936,3.214498545,NHS Board,S08000024,NHS Lothian,17,0.829784596
29,24,32.53292658,810,0.737714141,2.962962963,NHS Board,S08000025,NHS Orkney,17,0.865257692
29,29,23.22179021,845,1.24882706,3.431952663,NHS Board,S08000026,NHS Shetland,17,1.028567122
29,646,688.2263025,15161,0.938644742,4.260932656,NHS Board,S08000027,NHS Tayside,17,0.884954594
29,35,43.65298336,1255,0.801777961,2.788844622,NHS Board,S08000028,NHS Western Isles,17,0.906628846
29,28,29.49773989,5189,0.949225266,0.539603006,NHS Board,S08100001,National Facility,17,0.981107615
